date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:29:56	400/400	---M-Z	410	error ('Gone')	text/html	date:Thu,%2020%20May%202021%2012:59:53%20GMT	https://www.proptiger.com/pune/resale-property	C:/Users/hmmm/Videos/prpt/www.proptiger.com/pune/resale-property	(from https://www.proptiger.com/)
18:29:56	403/403	---M-Z	410	error ('Gone')	text/html	date:Thu,%2020%20May%202021%2012:59:53%20GMT	https://www.proptiger.com/kolkata/resale-property	C:/Users/hmmm/Videos/prpt/www.proptiger.com/kolkata/resale-property	(from https://www.proptiger.com/)
18:29:58	160130/160130	---MCZ	200	added ('OK')	text/html	etag:W/%22/Gdx+JGetsFPJMdwBSdA/A==%22	https://www.proptiger.com/guide	C:/Users/hmmm/Videos/prpt/www.proptiger.com/guide.html	(from https://www.proptiger.com/)
18:29:58	403/403	---M-Z	410	error ('Gone')	text/html	date:Thu,%2020%20May%202021%2012:59:54%20GMT	https://www.proptiger.com/bangalore/property-sale?projectCount=15	C:/Users/hmmm/Videos/prpt/www.proptiger.com/bangalore/property-sale6941	(from https://www.proptiger.com/)
18:29:58	395/395	---M-Z	410	error ('Gone')	text/html	date:Thu,%2020%20May%202021%2012:59:55%20GMT	https://www.proptiger.com/proptiger-media	C:/Users/hmmm/Videos/prpt/www.proptiger.com/proptiger-media	(from https://www.proptiger.com/)
18:29:59	384/384	---M-Z	410	error ('Gone')	text/html	date:Thu,%2020%20May%202021%2012:59:56%20GMT	https://www.proptiger.com/faqs	C:/Users/hmmm/Videos/prpt/www.proptiger.com/faqs	(from https://www.proptiger.com/)
18:29:59	388/388	---M-Z	410	error ('Gone')	text/html	date:Thu,%2020%20May%202021%2012:59:56%20GMT	https://www.proptiger.com/homeloan	C:/Users/hmmm/Videos/prpt/www.proptiger.com/homeloan	(from https://www.proptiger.com/)
18:29:59	386/386	---M-Z	410	error ('Gone')	text/html	date:Thu,%2020%20May%202021%2012:59:56%20GMT	https://www.proptiger.com/vaastu	C:/Users/hmmm/Videos/prpt/www.proptiger.com/vaastu	(from https://www.proptiger.com/)
18:30:00	383/383	---M-Z	410	error ('Gone')	text/html	date:Thu,%2020%20May%202021%2012:59:57%20GMT	https://www.proptiger.com/emi	C:/Users/hmmm/Videos/prpt/www.proptiger.com/emi	(from https://www.proptiger.com/)
18:30:01	751656/751656	---M--	200	added ('OK')	image/png	etag:%22751656-1620125844000%22	https://d1ghtzyjrbl4t6.cloudfront.net/mobile/images/housing-edge/web-rentpay.4e4716f6.png	C:/Users/hmmm/Videos/prpt/d1ghtzyjrbl4t6.cloudfront.net/mobile/images/housing-edge/web-rentpay.4e4716f6.png	(from https://www.proptiger.com/)
18:30:02	235984/235984	---MCZ	200	added ('OK')	text/html	etag:%22-687645651%22	https://www.proptiger.com/mumbai/thane-west/piramal-realty-vaikunth-cluster-2-1396185	C:/Users/hmmm/Videos/prpt/www.proptiger.com/mumbai/thane-west/piramal-realty-vaikunth-cluster-2-1396185.html	(from https://www.proptiger.com/)
18:30:04	222905/222905	---MCZ	200	added ('OK')	text/html	etag:%22-1558571022%22	https://www.proptiger.com/mumbai/mulund-west/piramal-realty-revanta-1571245	C:/Users/hmmm/Videos/prpt/www.proptiger.com/mumbai/mulund-west/piramal-realty-revanta-1571245.html	(from https://www.proptiger.com/)
18:30:05	236367/236367	---MCZ	200	added ('OK')	text/html	etag:%22206499052%22	https://www.proptiger.com/mumbai/mulund-west/piramal-realty-revanta-tower-2-1665591	C:/Users/hmmm/Videos/prpt/www.proptiger.com/mumbai/mulund-west/piramal-realty-revanta-tower-2-1665591.html	(from https://www.proptiger.com/)
18:30:06	223532/223532	---MCZ	200	added ('OK')	text/html	etag:%22-515445706%22	https://www.proptiger.com/mumbai/mahalaxmi/piramal-realty-mahalaxmi-central-tower-2-1783784	C:/Users/hmmm/Videos/prpt/www.proptiger.com/mumbai/mahalaxmi/piramal-realty-mahalaxmi-central-tower-2-1783784.html	(from https://www.proptiger.com/)
18:30:07	400/400	---M-Z	410	error ('Gone')	text/html	date:Thu,%2020%20May%202021%2013:00:03%20GMT	https://www.proptiger.com/mumbai/property-sale	C:/Users/hmmm/Videos/prpt/www.proptiger.com/mumbai/property-sale	(from https://www.proptiger.com/)
18:30:08	217075/217075	---MCZ	200	added ('OK')	text/html	etag:%22-60254934%22	https://www.proptiger.com/chennai/thirumazhisai/urbanrise-projects-eternity-apartment-3051966	C:/Users/hmmm/Videos/prpt/www.proptiger.com/chennai/thirumazhisai/urbanrise-projects-eternity-apartment-3051966.html	(from https://www.proptiger.com/)
18:30:09	235172/235172	---MCZ	200	added ('OK')	text/html	etag:%22-10299202%22	https://www.proptiger.com/chennai/navallur/olympia-group-olympia-opaline-1853959	C:/Users/hmmm/Videos/prpt/www.proptiger.com/chennai/navallur/olympia-group-olympia-opaline-1853959.html	(from https://www.proptiger.com/)
18:30:10	217086/217086	---MCZ	200	added ('OK')	text/html	etag:%22-111212979%22	https://www.proptiger.com/chennai/mahabalipuram/adityaram-properties-signature-city-1573049	C:/Users/hmmm/Videos/prpt/www.proptiger.com/chennai/mahabalipuram/adityaram-properties-signature-city-1573049.html	(from https://www.proptiger.com/)
18:30:11	240966/240966	---MCZ	200	added ('OK')	text/html	etag:%22339726870%22	https://www.proptiger.com/chennai/sholinganallur/bscpl-infrastructure-bollineni-hillside-villas-654388	C:/Users/hmmm/Videos/prpt/www.proptiger.com/chennai/sholinganallur/bscpl-infrastructure-bollineni-hillside-villas-654388.html	(from https://www.proptiger.com/)
18:30:12	401/401	---M-Z	410	error ('Gone')	text/html	date:Thu,%2020%20May%202021%2013:00:08%20GMT	https://www.proptiger.com/chennai/property-sale	C:/Users/hmmm/Videos/prpt/www.proptiger.com/chennai/property-sale	(from https://www.proptiger.com/)
18:30:13	231109/231109	---MCZ	200	added ('OK')	text/html	etag:%22-1992764977%22	https://www.proptiger.com/gurgaon/sector-77/emaar-india-palm-premier-1691720	C:/Users/hmmm/Videos/prpt/www.proptiger.com/gurgaon/sector-77/emaar-india-palm-premier-1691720.html	(from https://www.proptiger.com/)
18:30:14	256268/256268	---MCZ	200	added ('OK')	text/html	etag:%22-85071334%22	https://www.proptiger.com/gurgaon/sector-77/emaar-india-palm-heights-1858353	C:/Users/hmmm/Videos/prpt/www.proptiger.com/gurgaon/sector-77/emaar-india-palm-heights-1858353.html	(from https://www.proptiger.com/)
